reporterCode,flowCode,partnerCode,cmdCode,refYear,primaryValue,fobvalue,cifvalue,netWgt,qty,qtyUnitCode,classificationCode,isReported,isAggregate
156,X,706,3402,2022,13151693.0,13151693.0,,16705060.0,16705060.0,8,H6,False,True
156,X,706,61,2022,28759780.0,28759780.0,,0.0,0.0,-1,H6,False,True
156,X,706,62,2022,30801937.0,30801937.0,,0.0,0.0,-1,H6,False,True
156,X,706,9619,2022,8512366.0,8512366.0,,2963307.0,2963307.0,8,H6,False,True
156,X,706,1517,2023,425.0,425.0,,217.0,217.0,8,H6,False,True
156,X,706,1701,2023,305225.0,305225.0,,293200.0,293200.0,8,H6,False,True
156,X,706,3401,2023,283723.0,283723.0,,142820.0,142820.0,8,H6,False,True
156,X,706,3402,2023,19192425.0,19192425.0,,25943647.343,25943647.343,8,H6,False,True
156,X,706,61,2023,39760720.0,39760720.0,,0.0,0.0,-1,H6,False,True
156,X,706,62,2023,24484758.0,24484758.0,,0.0,0.0,-1,H6,False,True
156,X,706,9619,2023,10154697.0,10154697.0,,3717228.0,3717228.0,8,H6,False,True
156,X,706,1006,2024,1252701.0,1252701.0,,1340000.0,1340000.0,8,H6,False,True
156,X,706,1701,2024,491296.0,491296.0,,373040.0,373040.0,8,H6,False,True
156,X,706,3401,2024,483821.0,483821.0,,312762.0,312762.0,8,H6,False,True
156,X,706,3402,2024,16525583.0,16525583.0,,23352337.375,23352337.375,8,H6,False,True
156,X,706,61,2024,34749732.0,34749732.0,,0.0,0.0,-1,H6,False,True
156,X,706,62,2024,26358593.0,26358593.0,,0.0,0.0,-1,H6,False,True
156,X,706,9619,2024,13134805.0,13134805.0,,4958502.0,4958502.0,8,H6,False,True
699,X,706,0402,2021,20593.286,20593.286,0.0,5316.0,5316.0,8,H5,False,True
699,X,706,1006,2021,142734765.919,142734765.919,0.0,406718340.0,406718340.0,8,H5,False,True
699,X,706,1101,2021,13556646.887,13556646.887,0.0,43047800.0,43047800.0,8,H5,False,True
699,X,706,1513,2021,175185.372,175185.372,0.0,51309.0,51309.0,8,H5,False,True
699,X,706,1517,2021,26018.044,26018.044,0.0,11850.0,11850.0,8,H5,False,True
699,X,706,1701,2021,283878063.055,283878063.055,0.0,676687000.0,676687000.0,8,H5,False,True
699,X,706,3401,2021,898872.58,898872.58,0.0,947086.0,947086.0,8,H5,False,True
699,X,706,3402,2021,723612.599,723612.599,0.0,967741.0,967741.0,8,H5,False,True
699,X,706,61,2021,4712751.779,4712751.779,0.0,0.0,0.0,-1,H5,False,True
699,X,706,62,2021,5890669.022,5890669.022,0.0,0.0,0.0,-1,H5,False,True
699,X,706,9619,2021,329133.934,329133.934,0.0,16347.488,16347.488,8,H5,False,True
699,X,706,0402,2022,126.431,126.431,,25.0,25.0,8,H6,False,True
699,X,706,1006,2022,181927670.653,181927670.653,,507291955.0,507291955.0,8,H6,False,True
699,X,706,1101,2022,47792170.397,47792170.397,,141856600.0,141856600.0,8,H6,False,True
699,X,706,1512,2022,17845.688,17845.688,,9118.0,9118.0,8,H6,False,True
699,X,706,1513,2022,238125.911,238125.911,,69311.0,69311.0,8,H6,False,True
699,X,706,1701,2022,377596930.811,377596930.811,,783766900.0,783766900.0,8,H6,False,True
699,X,706,3401,2022,1712488.212,1712488.212,,1476791.342,1476791.342,8,H6,False,True
699,X,706,3402,2022,937481.41,937481.41,,1309605.0,1309605.0,8,H6,False,True
699,X,706,61,2022,5040676.432,5040676.432,,0.0,0.0,-1,H6,False,True
699,X,706,62,2022,7186612.333,7186612.333,,0.0,0.0,-1,H6,False,True
699,X,706,9619,2022,500724.008,500724.008,,24561.099,24561.099,8,H6,False,True
699,X,706,0402,2023,3976.937,3976.937,,806.0,806.0,8,H6,False,True
699,X,706,1006,2023,180397019.997,180397019.997,,413694900.0,413694900.0,8,H6,False,True
699,X,706,1101,2023,3106619.37,3106619.37,,8386000.0,8386000.0,8,H6,False,True
699,X,706,1512,2023,17284.341,17284.341,,9118.0,9118.0,8,H6,False,True
699,X,706,1513,2023,446382.2,446382.2,,132694.0,132694.0,8,H6,False,True
699,X,706,1516,2023,32.106,32.106,,40.0,40.0,8,H6,False,True
699,X,706,1701,2023,222282245.158,222282245.158,,389448600.0,389448600.0,8,H6,False,True
699,X,706,1902,2023,30973.037,30973.037,,47820.0,47820.0,8,H6,False,True
699,X,706,3401,2023,1312410.605,1312410.605,,1065893.0,1065893.0,8,H6,False,True
699,X,706,3402,2023,614579.254,614579.254,,669157.0,669157.0,8,H6,False,True
699,X,706,61,2023,8993891.791,8993891.791,,0.0,0.0,-1,H6,False,True
699,X,706,62,2023,19452341.316,19452341.316,,0.0,0.0,-1,H6,False,True
699,X,706,9619,2023,516982.731,516982.731,,54518.0,54518.0,8,H6,False,True
699,X,706,0402,2024,92911.106,92911.106,,19718.0,19718.0,8,H6,False,True
699,X,706,1006,2024,230017217.027,230017217.027,,500320670.0,500320670.0,8,H6,False,True
699,X,706,1513,2024,735832.322,735832.322,,244162.0,244162.0,8,H6,False,True
699,X,706,1514,2024,9.413,9.413,,4.0,4.0,8,H6,False,True
699,X,706,1515,2024,526.721,526.721,,46.0,46.0,8,H6,False,True
699,X,706,1516,2024,111.194,111.194,,63.0,63.0,8,H6,False,True
699,X,706,1701,2024,240163611.19,240163611.19,,392511000.0,392511000.0,8,H6,False,True
699,X,706,3401,2024,992841.395,992841.395,,552623.0,552623.0,8,H6,False,True
699,X,706,3402,2024,406069.159,406069.159,,403651.789,403651.789,8,H6,False,True
699,X,706,61,2024,19874724.874,19874724.874,,0.0,0.0,-1,H6,False,True
699,X,706,62,2024,34008560.348,34008560.348,,0.0,0.0,-1,H6,False,True
699,X,706,9619,2024,50501.466,50501.466,,2392.844,2392.844,8,H6,False,True
792,X,706,0402,2021,210169.0,210169.0,,46594.0,46594.0,8,H5,False,True
792,X,706,1006,2021,294411.0,294411.0,,383087.0,383087.0,8,H5,False,True
792,X,706,1101,2021,27721977.0,27721977.0,,82233063.0,82233063.0,8,H5,False,True
792,X,706,1509,2021,840266.0,840266.0,,235104.0,235104.0,8,H5,False,True
792,X,706,1510,2021,26953.0,26953.0,,7406.0,7406.0,8,H5,False,True
792,X,706,1512,2021,12182916.0,12182916.0,,7860505.0,7860505.0,8,H5,False,True
792,X,706,1516,2021,2343.0,2343.0,,495.0,495.0,8,H5,False,True
792,X,706,1517,2021,42701.0,42701.0,,32311.0,32311.0,8,H5,False,True
792,X,706,1701,2021,678.0,678.0,,980.0,980.0,8,H5,False,True
792,X,706,1902,2021,107744562.0,107744562.0,,207246218.0,207246218.0,8,H5,False,True
792,X,706,3401,2021,525035.0,525035.0,,586833.0,586833.0,8,H5,False,True
792,X,706,3402,2021,1376394.0,1376394.0,,1853554.0,1853554.0,8,H5,False,True
792,X,706,61,2021,1858440.0,1858440.0,,0.0,0.0,-1,H5,False,True
792,X,706,62,2021,2838620.0,2838620.0,,0.0,0.0,-1,H5,False,True
792,X,706,9619,2021,11254669.0,11254669.0,,6773667.0,6773667.0,8,H5,False,True
792,X,706,0402,2022,200136.0,200136.0,,40191.0,40191.0,8,H6,False,True
792,X,706,1006,2022,3880.0,3880.0,,1900.0,1900.0,8,H6,False,True
792,X,706,1101,2022,56791334.0,56791334.0,,125109058.0,125109058.0,8,H6,False,True
792,X,706,1509,2022,983768.0,983768.0,,226476.0,226476.0,8,H6,False,True
792,X,706,1512,2022,14144054.0,14144054.0,,7812317.0,7812317.0,8,H6,False,True
792,X,706,1516,2022,1913.0,1913.0,,300.0,300.0,8,H6,False,True
792,X,706,1517,2022,10513.0,10513.0,,7633.0,7633.0,8,H6,False,True
792,X,706,1701,2022,3301.0,3301.0,,3500.0,3500.0,8,H6,False,True
792,X,706,1902,2022,94869292.0,94869292.0,,154599983.0,154599983.0,8,H6,False,True
792,X,706,3401,2022,589208.0,589208.0,,504643.0,504643.0,8,H6,False,True
792,X,706,3402,2022,1800698.0,1800698.0,,2279926.0,2279926.0,8,H6,False,True
792,X,706,61,2022,1860882.0,1860882.0,,0.0,0.0,-1,H6,False,True
792,X,706,62,2022,2220800.0,2220800.0,,0.0,0.0,-1,H6,False,True
792,X,706,9619,2022,12124462.0,12124462.0,,5132310.0,5132310.0,8,H6,False,True
792,X,706,0402,2023,7310.0,7310.0,,5189.0,5189.0,8,H6,False,True
792,X,706,1006,2023,3595.0,3595.0,,1716.0,1716.0,8,H6,False,True
792,X,706,1101,2023,95264404.0,95264404.0,,277717003.0,277717003.0,8,H6,False,True
792,X,706,1509,2023,619718.0,619718.0,,123506.0,123506.0,8,H6,False,True
792,X,706,1510,2023,37073.0,37073.0,,7371.0,7371.0,8,H6,False,True
792,X,706,1512,2023,6282467.0,6282467.0,,4803280.0,4803280.0,8,H6,False,True
792,X,706,1515,2023,22205.0,22205.0,,12469.0,12469.0,8,H6,False,True
792,X,706,1517,2023,5968.0,5968.0,,3499.0,3499.0,8,H6,False,True
792,X,706,1701,2023,1420.0,1420.0,,1436.0,1436.0,8,H6,False,True
792,X,706,1902,2023,142170113.0,142170113.0,,224137978.0,224137978.0,8,H6,False,True
792,X,706,3401,2023,757888.0,757888.0,,622473.0,622473.0,8,H6,False,True
792,X,706,3402,2023,493144.0,493144.0,,503132.0,503132.0,8,H6,False,True
792,X,706,61,2023,1393358.0,1393358.0,,0.0,0.0,-1,H6,False,True
792,X,706,62,2023,1624648.0,1624648.0,,0.0,0.0,-1,H6,False,True
